scenario,year,PCA,Capacity (GW)
a1_Ref,2022,p104,0.011471818
a1_Ref,2022,p105,0.187365455
a1_Ref,2022,p106,1.815467217
a1_Ref,2022,p107,0.147977273
a1_Ref,2022,p108,0.004412727
a1_Ref,2022,p109,0.110881818
a1_Ref,2022,p11,1.147768182
a1_Ref,2022,p110,0.001989091
a1_Ref,2022,p111,0.102839091
a1_Ref,2022,p112,0.421037273
a1_Ref,2022,p113,0.037495455
a1_Ref,2022,p114,0.219988182
a1_Ref,2022,p115,0.166341818
a1_Ref,2022,p116,0.063804545
a1_Ref,2022,p117,0.004023636
a1_Ref,2022,p118,0.020324545
a1_Ref,2022,p119,0.020257273
a1_Ref,2022,p12,0.75672
a1_Ref,2022,p120,0.013229091
a1_Ref,2022,p121,0.237642727
a1_Ref,2022,p122,0.642109091
a1_Ref,2022,p123,8.955866425
a1_Ref,2022,p124,0.100983636
a1_Ref,2022,p125,0.160396364
a1_Ref,2022,p126,3.352248888
a1_Ref,2022,p127,1.755639091
a1_Ref,2022,p128,0.666977273
a1_Ref,2022,p129,0.275367273
a1_Ref,2022,p13,2.784608182
a1_Ref,2022,p130,0.117797273
a1_Ref,2022,p131,3.247468182
a1_Ref,2022,p132,1.643151549
a1_Ref,2022,p133,0.240652727
a1_Ref,2022,p134,0.143555739
a1_Ref,2022,p14,0.015087273
a1_Ref,2022,p15,0.261029091
a1_Ref,2022,p16,0.160792727
a1_Ref,2022,p17,0.00583
a1_Ref,2022,p18,0.019176364
a1_Ref,2022,p19,0.000139091
a1_Ref,2022,p2,0.024960909
a1_Ref,2022,p20,0.005937273
a1_Ref,2022,p21,0.093574545
a1_Ref,2022,p22,0.000409091
a1_Ref,2022,p23,0.000737273
a1_Ref,2022,p24,0.003283636
a1_Ref,2022,p25,1.740932727
a1_Ref,2022,p26,0.081730909
a1_Ref,2022,p27,0.142495455
a1_Ref,2022,p28,3.045199091
a1_Ref,2022,p29,0.018408182
a1_Ref,2022,p3,0.057219091
a1_Ref,2022,p30,0.448481818
a1_Ref,2022,p31,0.559356364
a1_Ref,2022,p32,0.010817273
a1_Ref,2022,p33,0.720489091
a1_Ref,2022,p34,0.622843636
a1_Ref,2022,p35,0.001307273
a1_Ref,2022,p36,0.024893636
a1_Ref,2022,p37,0.029798182
a1_Ref,2022,p38,0.045288182
a1_Ref,2022,p39,0.005406364
a1_Ref,2022,p4,0.002674545
a1_Ref,2022,p40,0.037119091
a1_Ref,2022,p41,0.07187231
a1_Ref,2022,p42,0.019433636
a1_Ref,2022,p43,1.30961
a1_Ref,2022,p44,0.13755
a1_Ref,2022,p45,0.027661818
a1_Ref,2022,p46,0.040463636
a1_Ref,2022,p47,0.266901818
a1_Ref,2022,p48,2.350745834
a1_Ref,2022,p49,0.000458182
a1_Ref,2022,p5,0.389371818
a1_Ref,2022,p50,0.056646364
a1_Ref,2022,p51,0.007483636
a1_Ref,2022,p52,1.264596447
a1_Ref,2022,p53,0.966643544
a1_Ref,2022,p54,0.076248182
a1_Ref,2022,p55,0.046735455
a1_Ref,2022,p56,0.023632727
a1_Ref,2022,p57,0.007391818
a1_Ref,2022,p58,0.205733636
a1_Ref,2022,p59,0.024852727
a1_Ref,2022,p6,0.115644545
a1_Ref,2022,p60,1.299407678
a1_Ref,2022,p61,2.449740909
a1_Ref,2022,p62,1.588363636
a1_Ref,2022,p63,1.72051
a1_Ref,2022,p64,0.268514545
a1_Ref,2022,p65,0.277837273
a1_Ref,2022,p66,0.020420909
a1_Ref,2022,p67,0.442602727
a1_Ref,2022,p68,0.098179091
a1_Ref,2022,p69,0.23318216
a1_Ref,2022,p7,0.204921818
a1_Ref,2022,p70,0.065067273
a1_Ref,2022,p71,0.008724545
a1_Ref,2022,p72,0.06654
a1_Ref,2022,p73,0.008985455
a1_Ref,2022,p74,0.002533636
a1_Ref,2022,p75,0.036451396
a1_Ref,2022,p76,0.023096364
a1_Ref,2022,p77,0.016860909
a1_Ref,2022,p78,0.017855455
a1_Ref,2022,p79,0.027139091
a1_Ref,2022,p8,0.078319091
a1_Ref,2022,p80,0.139102727
a1_Ref,2022,p81,0.115719091
a1_Ref,2022,p82,0.150194825
a1_Ref,2022,p83,0.211624545
a1_Ref,2022,p84,0.016678182
a1_Ref,2022,p85,0.207161818
a1_Ref,2022,p86,0.000986364
a1_Ref,2022,p87,0.221400909
a1_Ref,2022,p88,0.005902727
a1_Ref,2022,p89,0.338033636
a1_Ref,2022,p9,9.244301818
a1_Ref,2022,p90,0.110636364
a1_Ref,2022,p91,0.192802727
a1_Ref,2022,p92,2.176954077
a1_Ref,2022,p93,0.004842727
a1_Ref,2022,p94,2.225223636
a1_Ref,2022,p95,0.247503636
a1_Ref,2022,p96,2.353643636
a1_Ref,2022,p97,1.202591818
a1_Ref,2022,p98,4.146839091
a1_Ref,2022,p99,1.925643636
a1_Ref,2024,p1,0.171814545
a1_Ref,2024,p10,16.16011455
a1_Ref,2024,p100,0.032976364
a1_Ref,2024,p101,4.104541818
a1_Ref,2024,p102,1.363089237
a1_Ref,2024,p103,3.535525037
a1_Ref,2024,p104,0.014041818
a1_Ref,2024,p105,0.201719091
a1_Ref,2024,p106,1.819521762
a1_Ref,2024,p107,0.158433636
a1_Ref,2024,p108,0.004412727
a1_Ref,2024,p109,0.110881818
a1_Ref,2024,p11,1.306393947
a1_Ref,2024,p110,0.001989091
a1_Ref,2024,p111,0.131042727
a1_Ref,2024,p112,0.443381818
a1_Ref,2024,p113,0.045836364
a1_Ref,2024,p114,0.658067972
a1_Ref,2024,p115,0.22868
a1_Ref,2024,p116,0.074922727
a1_Ref,2024,p117,0.004056364
a1_Ref,2024,p118,0.029006364
a1_Ref,2024,p119,0.024915455
a1_Ref,2024,p12,0.762126364
a1_Ref,2024,p120,0.016228182
a1_Ref,2024,p121,0.239121818
a1_Ref,2024,p122,0.913989091
a1_Ref,2024,p123,9.017356425
a1_Ref,2024,p124,0.101630909
a1_Ref,2024,p125,0.185598182
a1_Ref,2024,p126,3.510298888
a1_Ref,2024,p127,2.151612644
a1_Ref,2024,p128,0.790644545
a1_Ref,2024,p129,0.290284545
a1_Ref,2024,p13,2.82545
a1_Ref,2024,p130,0.127458182
a1_Ref,2024,p131,3.288269091
a1_Ref,2024,p132,1.810793438
a1_Ref,2024,p133,0.257557273
a1_Ref,2024,p134,0.159500284
a1_Ref,2024,p14,0.025156364
a1_Ref,2024,p15,0.299106364
a1_Ref,2024,p16,0.17558
a1_Ref,2024,p17,0.008016364
a1_Ref,2024,p18,0.020967273
a1_Ref,2024,p19,0.000182727
a1_Ref,2024,p2,0.029471818
a1_Ref,2024,p20,0.007076364
a1_Ref,2024,p21,0.094447273
a1_Ref,2024,p22,0.000554545
a1_Ref,2024,p23,0.001033636
a1_Ref,2024,p24,0.004642727
a1_Ref,2024,p25,1.75743
a1_Ref,2024,p26,0.082252727
a1_Ref,2024,p27,2.488304749
a1_Ref,2024,p28,3.107754545
a1_Ref,2024,p29,0.018704545
a1_Ref,2024,p3,0.060663636
a1_Ref,2024,p30,0.461527273
a1_Ref,2024,p31,0.625902727
a1_Ref,2024,p32,0.01162
a1_Ref,2024,p33,0.772142727
a1_Ref,2024,p34,0.645752727
a1_Ref,2024,p35,0.001678182
a1_Ref,2024,p36,0.026481818
a1_Ref,2024,p37,0.030900909
a1_Ref,2024,p38,0.047353636
a1_Ref,2024,p39,0.039254797
a1_Ref,2024,p4,0.002770909
a1_Ref,2024,p40,0.040141091
a1_Ref,2024,p41,0.323288664
a1_Ref,2024,p42,0.023039091
a1_Ref,2024,p43,1.379882727
a1_Ref,2024,p44,0.140261818
a1_Ref,2024,p45,0.030401818
a1_Ref,2024,p46,0.048709091
a1_Ref,2024,p47,0.274449091
a1_Ref,2024,p48,7.069650642
a1_Ref,2024,p49,0.000981818
a1_Ref,2024,p5,0.427881818
a1_Ref,2024,p50,0.085372727
a1_Ref,2024,p51,0.015695455
a1_Ref,2024,p52,2.015472137
a1_Ref,2024,p53,4.119599613
a1_Ref,2024,p54,0.080963636
a1_Ref,2024,p55,0.048381818
a1_Ref,2024,p56,0.025862727
a1_Ref,2024,p57,0.010072727
a1_Ref,2024,p58,0.828760042
a1_Ref,2024,p59,0.031845455
a1_Ref,2024,p6,0.392087851
a1_Ref,2024,p60,1.333824411
a1_Ref,2024,p61,6.24985968
a1_Ref,2024,p62,1.604130909
a1_Ref,2024,p63,2.091922727
a1_Ref,2024,p64,0.321921524
a1_Ref,2024,p65,0.320601818
a1_Ref,2024,p66,0.046604168
a1_Ref,2024,p67,0.684396364
a1_Ref,2024,p68,0.10421
a1_Ref,2024,p69,0.507122587
a1_Ref,2024,p7,0.205719091
a1_Ref,2024,p70,0.072296364
a1_Ref,2024,p71,0.090565816
a1_Ref,2024,p72,0.069904545
a1_Ref,2024,p73,0.10825779
a1_Ref,2024,p74,0.002766364
a1_Ref,2024,p75,0.037185033
a1_Ref,2024,p76,0.029124545
a1_Ref,2024,p77,0.020703636
a1_Ref,2024,p78,0.021
a1_Ref,2024,p79,0.03728
a1_Ref,2024,p8,0.079344545
a1_Ref,2024,p80,0.233891818
a1_Ref,2024,p81,0.121868182
a1_Ref,2024,p82,3.148923564
a1_Ref,2024,p83,0.211626364
a1_Ref,2024,p84,0.017318182
a1_Ref,2024,p85,0.209948182
a1_Ref,2024,p86,0.002001818
a1_Ref,2024,p87,0.227245455
a1_Ref,2024,p88,0.009185455
a1_Ref,2024,p89,0.346679091
a1_Ref,2024,p9,9.412243636
a1_Ref,2024,p90,0.119235455
a1_Ref,2024,p91,0.237382727
a1_Ref,2024,p92,2.200022258
a1_Ref,2024,p93,0.004842727
a1_Ref,2024,p94,2.247394545
a1_Ref,2024,p95,0.33194
a1_Ref,2024,p96,2.501789091
a1_Ref,2024,p97,1.28754
a1_Ref,2024,p98,4.229972727
a1_Ref,2024,p99,2.130141818
a1_Ref,2026,p1,0.205275455
a1_Ref,2026,p10,21.49388295
a1_Ref,2026,p100,0.037669091
a1_Ref,2026,p101,4.762537273
a1_Ref,2026,p102,3.790813055
a1_Ref,2026,p103,4.423595593
a1_Ref,2026,p104,0.019300909
a1_Ref,2026,p105,0.23097
a1_Ref,2026,p106,1.82772358
a1_Ref,2026,p107,0.180992727
a1_Ref,2026,p108,0.004412727
a1_Ref,2026,p109,0.110881818
a1_Ref,2026,p11,2.095836769
a1_Ref,2026,p110,0.001989091
a1_Ref,2026,p111,0.176862727
a1_Ref,2026,p112,0.48029
a1_Ref,2026,p113,0.059356364
a1_Ref,2026,p114,0.677952424
a1_Ref,2026,p115,0.323923636
a1_Ref,2026,p116,0.093599091
a1_Ref,2026,p117,0.004256364
a1_Ref,2026,p118,0.158194797
a1_Ref,2026,p119,0.032637273
a1_Ref,2026,p12,0.77515
a1_Ref,2026,p120,0.021249091
a1_Ref,2026,p121,0.250128182
a1_Ref,2026,p122,3.465615616
a1_Ref,2026,p123,9.153348491
a1_Ref,2026,p124,0.101912727
a1_Ref,2026,p125,0.415802643
a1_Ref,2026,p126,3.72372707
a1_Ref,2026,p127,5.117945315
a1_Ref,2026,p128,0.954655455
a1_Ref,2026,p129,0.310774545
a1_Ref,2026,p13,2.886004545
a1_Ref,2026,p130,0.140853636
a1_Ref,2026,p131,3.334255455
a1_Ref,2026,p132,2.079959036
a1_Ref,2026,p133,0.271250909
a1_Ref,2026,p134,0.18041392
a1_Ref,2026,p14,0.031327273
a1_Ref,2026,p15,0.320827273
a1_Ref,2026,p16,0.187191818
a1_Ref,2026,p17,0.011950909
a1_Ref,2026,p18,0.024341818
a1_Ref,2026,p19,0.000268182
a1_Ref,2026,p2,0.038369091
a1_Ref,2026,p20,0.009342727
a1_Ref,2026,p21,0.096360909
a1_Ref,2026,p22,0.000758182
a1_Ref,2026,p23,0.001535455
a1_Ref,2026,p24,0.006734545
a1_Ref,2026,p25,1.773691818
a1_Ref,2026,p26,0.082706364
a1_Ref,2026,p27,2.510456048
a1_Ref,2026,p28,3.201662727
a1_Ref,2026,p29,0.01927
a1_Ref,2026,p3,1.886099915
a1_Ref,2026,p30,0.495322727
a1_Ref,2026,p31,0.71967
a1_Ref,2026,p32,0.012955455
a1_Ref,2026,p33,2.020214004
a1_Ref,2026,p34,0.680976364
a1_Ref,2026,p35,0.002342727
a1_Ref,2026,p36,0.028950909
a1_Ref,2026,p37,0.033377273
a1_Ref,2026,p38,0.051152727
a1_Ref,2026,p39,0.039881161
a1_Ref,2026,p4,0.003043636
a1_Ref,2026,p40,0.04510585
a1_Ref,2026,p41,3.477595467
a1_Ref,2026,p42,0.0291
a1_Ref,2026,p43,1.498140909
a1_Ref,2026,p44,0.14437
a1_Ref,2026,p45,0.035194545
a1_Ref,2026,p46,0.062728182
a1_Ref,2026,p47,0.286354545
a1_Ref,2026,p48,8.645980249
a1_Ref,2026,p49,0.001970909
a1_Ref,2026,p5,1.068087273
a1_Ref,2026,p50,0.1414019
a1_Ref,2026,p51,1.293581773
a1_Ref,2026,p52,2.016191228
a1_Ref,2026,p53,4.137916886
a1_Ref,2026,p54,0.089306364
a1_Ref,2026,p55,1.144308875
a1_Ref,2026,p56,0.031767273
a1_Ref,2026,p57,0.015885455
a1_Ref,2026,p58,0.945212769
a1_Ref,2026,p59,0.048176364
a1_Ref,2026,p6,1.190535413
a1_Ref,2026,p60,2.44637496
a1_Ref,2026,p61,7.598180853
a1_Ref,2026,p62,1.625421818
a1_Ref,2026,p63,2.638826364
a1_Ref,2026,p64,0.411852585
a1_Ref,2026,p65,0.399241818
a1_Ref,2026,p66,0.170364657
a1_Ref,2026,p67,1.244486503
a1_Ref,2026,p68,0.114028182
a1_Ref,2026,p69,0.513436686
a1_Ref,2026,p7,0.311921797
a1_Ref,2026,p70,0.084173636
a1_Ref,2026,p71,0.18713177
a1_Ref,2026,p72,0.079157273
a1_Ref,2026,p73,0.452073712
a1_Ref,2026,p74,0.003251818
a1_Ref,2026,p75,0.038470487
a1_Ref,2026,p76,0.885814239
a1_Ref,2026,p77,0.682014279
a1_Ref,2026,p78,0.026724545
a1_Ref,2026,p79,0.054664545
a1_Ref,2026,p8,0.452058865
a1_Ref,2026,p80,0.411976364
a1_Ref,2026,p81,0.131848182
a1_Ref,2026,p82,7.925410137
a1_Ref,2026,p83,0.211710909
a1_Ref,2026,p84,0.018838182
a1_Ref,2026,p85,0.287228098
a1_Ref,2026,p86,0.00923
a1_Ref,2026,p87,0.241744545
a1_Ref,2026,p88,0.017493636
a1_Ref,2026,p89,0.368561818
a1_Ref,2026,p9,9.694779091
a1_Ref,2026,p90,0.141713636
a1_Ref,2026,p91,0.322293031
a1_Ref,2026,p92,4.508627322
a1_Ref,2026,p93,0.004842727
a1_Ref,2026,p94,2.760583112
a1_Ref,2026,p95,2.923691649
a1_Ref,2026,p96,2.575988182
a1_Ref,2026,p97,1.434363636
a1_Ref,2026,p98,4.403145455
a1_Ref,2026,p99,3.282632706
a1_Ref,2028,p1,0.27055
a1_Ref,2028,p10,26.42413837
a1_Ref,2028,p100,0.046956364
a1_Ref,2028,p101,5.698054545
a1_Ref,2028,p102,6.142896634
a1_Ref,2028,p103,4.59704832
a1_Ref,2028,p104,3.178373277
a1_Ref,2028,p105,0.315785141
a1_Ref,2028,p106,1.843016308
a1_Ref,2028,p107,0.223918182
a1_Ref,2028,p108,0.004412727
a1_Ref,2028,p109,0.110881818
a1_Ref,2028,p11,2.216071164
a1_Ref,2028,p110,0.001989091
a1_Ref,2028,p111,0.249143636
a1_Ref,2028,p112,0.540213636
a1_Ref,2028,p113,0.080487273
a1_Ref,2028,p114,1.325902196
a1_Ref,2028,p115,0.455236364
a1_Ref,2028,p116,0.119827273
a1_Ref,2028,p117,0.004947273
a1_Ref,2028,p118,0.169741161
a1_Ref,2028,p119,0.043803636
a1_Ref,2028,p12,0.797643636
a1_Ref,2028,p120,0.028459091
a1_Ref,2028,p121,0.270206364
a1_Ref,2028,p122,4.029525616
a1_Ref,2028,p123,9.350580309
a1_Ref,2028,p124,0.102857273
a1_Ref,2028,p125,0.474581734
a1_Ref,2028,p126,4.033127979
a1_Ref,2028,p127,6.640531168
a1_Ref,2028,p128,1.174213636
a1_Ref,2028,p129,0.337600909
a1_Ref,2028,p13,2.971867273
a1_Ref,2028,p130,0.160304545
a1_Ref,2028,p131,3.396728182
a1_Ref,2028,p132,2.363606209
a1_Ref,2028,p133,0.28587
a1_Ref,2028,p134,0.208021193
a1_Ref,2028,p14,0.040017273
a1_Ref,2028,p15,0.348806364
a1_Ref,2028,p16,0.202708182
a1_Ref,2028,p17,0.019410909
a1_Ref,2028,p18,0.031035455
a1_Ref,2028,p19,0.00043
a1_Ref,2028,p2,0.056478182
a1_Ref,2028,p20,0.013883636
a1_Ref,2028,p21,0.099513636
a1_Ref,2028,p22,0.001029091
a1_Ref,2028,p23,0.002301818
a1_Ref,2028,p24,0.009847273
a1_Ref,2028,p25,1.800942727
a1_Ref,2028,p26,0.083873636
a1_Ref,2028,p27,2.525232323
a1_Ref,2028,p28,3.328254545
a1_Ref,2028,p29,0.020465455
a1_Ref,2028,p3,1.898896279
a1_Ref,2028,p30,3.838011906
a1_Ref,2028,p31,0.845817273
a1_Ref,2028,p32,0.014933636
a1_Ref,2028,p33,2.214415552
a1_Ref,2028,p34,0.731309091
a1_Ref,2028,p35,0.003495455
a1_Ref,2028,p36,0.032471818
a1_Ref,2028,p37,0.036920909
a1_Ref,2028,p38,0.057078182
a1_Ref,2028,p39,0.040981161
a1_Ref,2028,p4,0.003663636
a1_Ref,2028,p40,0.04994585
a1_Ref,2028,p41,3.484845467
a1_Ref,2028,p42,0.037723636
a1_Ref,2028,p43,1.673628182
a1_Ref,2028,p44,0.150104545
a1_Ref,2028,p45,0.042265455
a1_Ref,2028,p46,0.083989091
a1_Ref,2028,p47,0.303305455
a1_Ref,2028,p48,8.675007521
a1_Ref,2028,p49,0.003633636
a1_Ref,2028,p5,1.153971818
a1_Ref,2028,p50,0.246544627
a1_Ref,2028,p51,2.453046044
a1_Ref,2028,p52,2.017603955
a1_Ref,2028,p53,4.167454159
a1_Ref,2028,p54,0.102454545
a1_Ref,2028,p55,1.4768854
a1_Ref,2028,p56,0.046051818
a1_Ref,2028,p57,0.027954545
a1_Ref,2028,p58,1.098228224
a1_Ref,2028,p59,1.102574923
a1_Ref,2028,p6,1.202849958
a1_Ref,2028,p60,4.331623566
a1_Ref,2028,p61,8.054086996
a1_Ref,2028,p62,1.653677273
a1_Ref,2028,p63,3.369745455
a1_Ref,2028,p64,0.545199893
a1_Ref,2028,p65,0.535610909
a1_Ref,2028,p66,2.209898918
a1_Ref,2028,p67,5.368886146
a1_Ref,2028,p68,0.349110347
a1_Ref,2028,p69,0.521623879
a1_Ref,2028,p7,0.313981797
a1_Ref,2028,p70,0.103709091
a1_Ref,2028,p71,0.188225407
a1_Ref,2028,p72,0.096163636
a1_Ref,2028,p73,1.384391986
a1_Ref,2028,p74,0.004237273
a1_Ref,2028,p75,0.049013371
a1_Ref,2028,p76,0.903012421
a1_Ref,2028,p77,1.189635776
a1_Ref,2028,p78,0.036301818
a1_Ref,2028,p79,0.085297273
a1_Ref,2028,p8,0.454055229
a1_Ref,2028,p80,0.695111818
a1_Ref,2028,p81,0.145993636
a1_Ref,2028,p82,7.926189228
a1_Ref,2028,p83,0.21211
a1_Ref,2028,p84,0.021859091
a1_Ref,2028,p85,0.311458098
a1_Ref,2028,p86,0.738724718
a1_Ref,2028,p87,2.646066685
a1_Ref,2028,p88,0.035968182
a1_Ref,2028,p89,0.410227273
a1_Ref,2028,p9,10.10467636
a1_Ref,2028,p90,0.187486364
a1_Ref,2028,p91,0.579541902
a1_Ref,2028,p92,4.565854595
a1_Ref,2028,p93,0.004842727
a1_Ref,2028,p94,5.179059042
a1_Ref,2028,p95,13.76909262
a1_Ref,2028,p96,2.685480909
a1_Ref,2028,p97,1.652281818
a1_Ref,2028,p98,4.652582727
a1_Ref,2028,p99,3.529228161
a1_Ref,2030,p1,0.382344545
a1_Ref,2030,p10,30.80658864
a1_Ref,2030,p100,0.062081818
a1_Ref,2030,p101,14.21273044
a1_Ref,2030,p102,9.881129007
a1_Ref,2030,p103,5.562887524
a1_Ref,2030,p104,4.085685594
a1_Ref,2030,p105,0.429967868
a1_Ref,2030,p106,1.876425399
a1_Ref,2030,p107,0.312704545
a1_Ref,2030,p108,0.004525455
a1_Ref,2030,p109,2.33088859
a1_Ref,2030,p11,2.340768008
a1_Ref,2030,p110,0.002029421
a1_Ref,2030,p111,0.364481818
a1_Ref,2030,p112,0.63849
a1_Ref,2030,p113,0.11381
a1_Ref,2030,p114,1.663261972
a1_Ref,2030,p115,0.644590909
a1_Ref,2030,p116,0.157748182
a1_Ref,2030,p117,0.006474545
a1_Ref,2030,p118,0.37698409
a1_Ref,2030,p119,0.060788182
a1_Ref,2030,p12,1.279777874
a1_Ref,2030,p120,0.039173636
a1_Ref,2030,p121,0.279348182
a1_Ref,2030,p122,4.838086525
a1_Ref,2030,p123,9.451137582
a1_Ref,2030,p124,0.105233636
a1_Ref,2030,p125,0.56761628
a1_Ref,2030,p126,4.494050706
a1_Ref,2030,p127,10.83148588
a1_Ref,2030,p128,1.42855
a1_Ref,2030,p129,0.373346364
a1_Ref,2030,p13,3.606766644
a1_Ref,2030,p130,0.189447273
a1_Ref,2030,p131,3.501121818
a1_Ref,2030,p132,2.698257631
a1_Ref,2030,p133,0.329347273
a1_Ref,2030,p134,0.245609375
a1_Ref,2030,p14,0.051772727
a1_Ref,2030,p15,0.388874545
a1_Ref,2030,p16,0.224102727
a1_Ref,2030,p17,0.032750909
a1_Ref,2030,p18,0.042977273
a1_Ref,2030,p19,0.000727273
a1_Ref,2030,p2,0.094487273
a1_Ref,2030,p20,0.0212
a1_Ref,2030,p21,0.103979091
a1_Ref,2030,p22,0.001433636
a1_Ref,2030,p23,0.003611818
a1_Ref,2030,p24,0.014219091
a1_Ref,2030,p25,1.870617273
a1_Ref,2030,p26,0.143943128
a1_Ref,2030,p27,3.274165742
a1_Ref,2030,p28,3.543489091
a1_Ref,2030,p29,0.022301818
a1_Ref,2030,p3,1.918030824
a1_Ref,2030,p30,3.909652815
a1_Ref,2030,p31,0.904294838
a1_Ref,2030,p32,0.017947273
a1_Ref,2030,p33,2.747789357
a1_Ref,2030,p34,0.855406396
a1_Ref,2030,p35,0.005712727
a1_Ref,2030,p36,0.038134545
a1_Ref,2030,p37,0.042887273
a1_Ref,2030,p38,0.117015273
a1_Ref,2030,p39,0.043902979
a1_Ref,2030,p4,0.00543
a1_Ref,2030,p40,0.061479089
a1_Ref,2030,p41,3.500386376
a1_Ref,2030,p42,0.050823636
a1_Ref,2030,p43,1.940898182
a1_Ref,2030,p44,0.158445455
a1_Ref,2030,p45,0.077257063
a1_Ref,2030,p46,0.117442727
a1_Ref,2030,p47,0.31079
a1_Ref,2030,p48,8.732382976
a1_Ref,2030,p49,0.006226364
a1_Ref,2030,p5,1.274586364
a1_Ref,2030,p50,0.645953916
a1_Ref,2030,p51,4.791522054
a1_Ref,2030,p52,2.020801228
a1_Ref,2030,p53,4.232925068
a1_Ref,2030,p54,0.126620909
a1_Ref,2030,p55,2.284906034
a1_Ref,2030,p56,0.082156364
a1_Ref,2030,p57,4.2625031
a1_Ref,2030,p58,1.350339133
a1_Ref,2030,p59,2.420789805
a1_Ref,2030,p6,1.222196322
a1_Ref,2030,p60,4.620338898
a1_Ref,2030,p61,8.096228814
a1_Ref,2030,p62,1.692418182
a1_Ref,2030,p63,4.437535455
a1_Ref,2030,p64,0.74639262
a1_Ref,2030,p65,0.776288182
a1_Ref,2030,p66,2.295245282
a1_Ref,2030,p67,6.970440056
a1_Ref,2030,p68,0.377732751
a1_Ref,2030,p69,5.515915323
a1_Ref,2030,p7,0.317027251
a1_Ref,2030,p70,0.139188336
a1_Ref,2030,p71,0.273719626
a1_Ref,2030,p72,0.136470909
a1_Ref,2030,p73,1.386548349
a1_Ref,2030,p74,0.005715455
a1_Ref,2030,p75,0.054018825
a1_Ref,2030,p76,0.93306333
a1_Ref,2030,p77,2.142329426
a1_Ref,2030,p78,6.185655005
a1_Ref,2030,p79,0.15347
a1_Ref,2030,p8,0.456734319
a1_Ref,2030,p80,1.125585296
a1_Ref,2030,p81,0.171207273
a1_Ref,2030,p82,13.03760869
a1_Ref,2030,p83,0.213734545
a1_Ref,2030,p84,0.028879091
a1_Ref,2030,p85,0.374107189
a1_Ref,2030,p86,0.757351082
a1_Ref,2030,p87,2.720340322
a1_Ref,2030,p88,0.077069622
a1_Ref,2030,p89,0.481255455
a1_Ref,2030,p9,10.66505727
a1_Ref,2030,p90,0.262008182
a1_Ref,2030,p91,0.736034288
a1_Ref,2030,p92,7.634423634
a1_Ref,2030,p93,0.005081818
a1_Ref,2030,p94,5.241199042
a1_Ref,2030,p95,21.0657851
a1_Ref,2030,p96,4.148450744
a1_Ref,2030,p97,2.221247251
a1_Ref,2030,p98,5.047099091
a1_Ref,2030,p99,4.601284698
a1_Ref,2032,p1,0.474431818
a1_Ref,2032,p10,32.85701473
a1_Ref,2032,p100,0.076108182
a1_Ref,2032,p101,15.47158044
a1_Ref,2032,p102,10.43987355
a1_Ref,2032,p103,5.998184797
a1_Ref,2032,p104,4.105081958
a1_Ref,2032,p105,0.558638777
a1_Ref,2032,p106,1.912572671
a1_Ref,2032,p107,0.41676
a1_Ref,2032,p108,0.005462727
a1_Ref,2032,p109,2.33269859
a1_Ref,2032,p11,2.40696528
a1_Ref,2032,p110,0.002143057
a1_Ref,2032,p111,0.524270909
a1_Ref,2032,p112,0.779853636
a1_Ref,2032,p113,0.159733636
a1_Ref,2032,p114,1.694732881
a1_Ref,2032,p115,0.812398182
a1_Ref,2032,p116,0.200761818
a1_Ref,2032,p117,0.008929643
a1_Ref,2032,p118,0.415818636
a1_Ref,2032,p119,0.077778182
a1_Ref,2032,p12,1.300288783
a1_Ref,2032,p120,0.049761818
a1_Ref,2032,p121,0.287119091
a1_Ref,2032,p122,5.557811071
a1_Ref,2032,p123,9.534195763
a1_Ref,2032,p124,0.108156364
a1_Ref,2032,p125,0.583828098
a1_Ref,2032,p126,4.926257979
a1_Ref,2032,p127,11.17740043
a1_Ref,2032,p128,1.649087273
a1_Ref,2032,p129,0.383558182
a1_Ref,2032,p13,3.745041051
a1_Ref,2032,p130,0.217664545
a1_Ref,2032,p131,3.600010909
a1_Ref,2032,p132,2.782781961
a1_Ref,2032,p133,0.361219091
a1_Ref,2032,p134,0.289568466
a1_Ref,2032,p14,0.05889
a1_Ref,2032,p15,0.412714545
a1_Ref,2032,p16,0.236789091
a1_Ref,2032,p17,0.047584545
a1_Ref,2032,p18,0.055860909
a1_Ref,2032,p19,0.001062727
a1_Ref,2032,p2,0.134883636
a1_Ref,2032,p20,0.029334545
a1_Ref,2032,p21,0.108023636
a1_Ref,2032,p22,0.001938182
a1_Ref,2032,p23,0.004960909
a1_Ref,2032,p24,0.018458182
a1_Ref,2032,p25,1.924783636
a1_Ref,2032,p26,0.14660131
a1_Ref,2032,p27,3.28750756
a1_Ref,2032,p28,3.737171818
a1_Ref,2032,p29,0.023939091
a1_Ref,2032,p3,1.93396537
a1_Ref,2032,p30,3.969458269
a1_Ref,2032,p31,0.943708475
a1_Ref,2032,p32,0.020643636
a1_Ref,2032,p33,3.017547678
a1_Ref,2032,p34,0.923176396
a1_Ref,2032,p35,0.008168182
a1_Ref,2032,p36,0.63674877
a1_Ref,2032,p37,0.048464545
a1_Ref,2032,p38,0.127679818
a1_Ref,2032,p39,0.046775706
a1_Ref,2032,p4,0.008522727
a1_Ref,2032,p40,0.073742726
a1_Ref,2032,p41,3.515091831
a1_Ref,2032,p42,0.064760909
a1_Ref,2032,p43,2.23798
